condition,index,iter,objective,time
Sum out discretes,25,188,-190.93068856552506,2.7006964119970798
Sum out discretes,26,197,-190.87877722609332,2.8189956950098276
Sum out discretes,0,0,-802.4903671022083,0.027079868987202646
Sum out discretes,1,8,-303.04540979953356,0.13860051099956036
Sum out discretes,2,16,-232.87031113278852,0.24446028499305247
Sum out discretes,3,23,-226.204040191286,0.34971508298814297
Sum out discretes,4,31,-226.16114201111597,0.4510614669919014
Sum out discretes,5,38,-225.9053751888476,0.5533124029934406
Sum out discretes,6,47,-224.18221887381907,0.6611989749968052
Sum out discretes,7,54,-222.18254983120977,0.7627879969924688
Sum out discretes,8,62,-219.6729157856866,0.8752795729935169
Sum out discretes,9,67,-218.0748044214408,0.9916288279891015
Sum out discretes,10,76,-215.12844481994318,1.1004656999856233
Sum out discretes,11,83,-212.76981818591912,1.2080287699997425
Sum out discretes,12,91,-210.05269463053673,1.308615687996149
Sum out discretes,13,98,-207.63866920983742,1.4141543399989605
Sum out discretes,14,106,-204.79731634361656,1.520402390986681
Sum out discretes,15,113,-202.29683832008192,1.6200966289937495
Sum out discretes,16,122,-199.31175876184167,1.7289586359858513
Sum out discretes,17,130,-197.1742940436919,1.838090120986104
Sum out discretes,18,138,-195.67737587316495,1.9489896279871464
Sum out discretes,19,147,-194.6729538362703,2.053943587988615
Sum out discretes,20,154,-194.22333294513388,2.170064718991518
Sum out discretes,21,160,-193.97046548495535,2.3022412779927253
Sum out discretes,22,168,-193.74072878017265,2.403786635994911
Sum out discretes,23,176,-193.58407916699818,2.512520089998841
Sum out discretes,24,184,-193.47622391947544,2.6172060319930317
Sum out discretes,25,192,-193.39925544639715,2.731404730990529
Sum out discretes,0,0,-695.4080109900464,0.028102480992674827
Sum out discretes,1,9,-284.9641431999109,0.14253321400284766
Sum out discretes,2,17,-239.8458600171972,0.24341278499364852
Sum out discretes,3,23,-236.22538410495764,0.35340482099354265
Sum out discretes,4,30,-236.23817479095987,0.4762991419881582
Sum out discretes,5,38,-235.73217735815186,0.5794226209968328
Sum out discretes,6,45,-233.736996681119,0.680409515991807
Sum out discretes,7,53,-230.15185540509688,0.7811654939949513
Sum out discretes,8,61,-225.90834389380078,0.8917401469945908
Sum out discretes,9,69,-221.40530629743694,0.9927823819965124
Sum out discretes,10,77,-216.7959606758828,1.1026091769933701
Sum out discretes,11,86,-211.58593079231315,1.218714096993208
Sum out discretes,12,95,-206.20559193439766,1.323988841995597
Sum out discretes,13,102,-202.18049320734974,1.4296091239899398
Sum out discretes,14,110,-198.5542065000297,1.5341818279922008
Sum out discretes,15,116,-197.01542412572718,1.6490090309977532
Sum out discretes,16,122,-196.45038106459626,1.7537904990017414
Sum out discretes,17,130,-196.37904357180352,1.8661110329926014
Sum out discretes,18,138,-196.33113924340367,1.9695053139925003
Sum out discretes,19,146,-196.19800957238087,2.076680944994092
Sum out discretes,20,155,-196.0792950469888,2.1868527749925852
Sum out discretes,21,163,-196.01673363491147,2.294296853989363
Sum out discretes,22,171,-195.9687355309605,2.404423404991627
Sum out discretes,23,180,-195.92127329828276,2.5142505690008403
Sum out discretes,24,188,-195.8846419551355,2.6229723909944296
Sum out discretes,25,196,-195.85268567898862,2.726395288988948
Sum out discretes,0,0,-780.9353615875598,0.02782846499979496
Sum out discretes,1,8,-328.3402222504214,0.13610296300053595
Sum out discretes,2,16,-256.57951780878346,0.2547455240041018
Sum out discretes,3,24,-243.3180147018355,0.355444963991642
Sum out discretes,4,32,-240.2925276495233,0.4601037309914827
Sum out discretes,5,41,-239.05615561891352,0.574004544004798
Sum out discretes,6,49,-238.33804772454457,0.6831321209967136
Sum out discretes,7,57,-237.79233925418617,0.794771066993475
Sum out discretes,8,63,-237.4829205828388,0.9005823739916086
Sum out discretes,9,70,-237.2080244251515,1.0105081080049276
Sum out discretes,10,77,-236.99632587806406,1.1104824329912661
Sum out discretes,11,86,-236.77725769229258,1.233593136996031
Sum out discretes,12,94,-236.61251475359776,1.3337436019927262
Sum out discretes,13,101,-236.4866785576436,1.444956067994237
Sum out discretes,14,109,-236.36286158881842,1.5477512570023537
Sum out discretes,15,117,-236.2589116642249,1.6553393449932337
Sum out discretes,16,126,-236.16198972779804,1.7735923780053855
Sum out discretes,17,135,-236.08134851669786,1.8824533949941398
Sum out discretes,18,143,-236.01957923825003,1.9868921969980002
Sum out discretes,19,151,-235.9643996069013,2.0989681590050457
Sum out discretes,20,157,-235.92608703366562,2.220898660004139
Sum out discretes,21,164,-235.8836912648223,2.3349994309991597
Sum out discretes,22,173,-235.83151735307916,2.44282551600039
Sum out discretes,23,180,-235.79195212447354,2.5546234010010958
Sum out discretes,24,189,-235.74159489919205,2.677994721993804
Sum out discretes,25,197,-235.6968326697358,2.778538187995553
Sum out discretes,0,0,-811.3136149708743,0.02682185301184654
Sum out discretes,1,8,-322.50791230665976,0.13286450099945069
Sum out discretes,2,16,-247.9250242640516,0.24166452001035213
Sum out discretes,3,21,-238.75110309029336,0.35912975201010705
Sum out discretes,4,30,-235.8447031221859,0.47212118101119993
Sum out discretes,5,37,-235.18594000242567,0.5763443860113621
Sum out discretes,6,45,-233.88538342885397,0.681203339010477
Sum out discretes,7,52,-232.17504839720124,0.7857885480076074
Sum out discretes,8,60,-230.05520069551736,0.8859715519994498
Sum out discretes,9,67,-228.3076851002162,0.9869433120042086
Sum out discretes,10,75,-226.36087820714752,1.0876983710080386
Sum out discretes,11,83,-224.2935172060246,1.1958811520040036
Sum out discretes,12,91,-221.8033945599714,1.2969012280106544
Sum out discretes,13,99,-218.46633125772095,1.4045317360013723
Sum out discretes,14,107,-214.0461818330061,1.5140655710101127
Sum out discretes,15,113,-209.98826192915507,1.630334751009941
Sum out discretes,16,119,-205.39832105556687,1.7377553850114345
Sum out discretes,17,127,-199.0020616145162,1.8480136540085077
Sum out discretes,18,135,-193.64232244504169,1.953743473008275
Sum out discretes,19,142,-191.10427902086357,2.055898515999317
Sum out discretes,20,151,-190.53404582397278,2.167727601006627
Sum out discretes,21,158,-190.61033021232984,2.2711535670012237
Sum out discretes,22,166,-190.43908217208863,2.3757538460046055
Sum out discretes,23,173,-190.24116396520557,2.4772014909982683
Sum out discretes,24,182,-190.09639321368059,2.595403072997928
Sum out discretes,25,191,-189.9967118916145,2.7027247610092164
Sum out discretes,26,198,-189.9147142835203,2.8120649590045215
Sum out discretes,0,0,-852.7268524958,0.027102389007806777
Sum out discretes,1,8,-329.7499484595862,0.13878620199859143
Sum out discretes,2,16,-249.94356060154462,0.24044987700879575
Sum out discretes,3,23,-237.41263833811774,0.34035305900871754
Sum out discretes,4,32,-235.48739102727,0.44641848400235173
Sum out discretes,5,40,-233.95887121976747,0.5566461860090495
Sum out discretes,6,49,-231.61080863450388,0.6756232870072126
Sum out discretes,7,57,-228.87453863999576,0.7755130020081997
Sum out discretes,8,63,-226.96258536468486,0.8840933510065079
Sum out discretes,9,68,-225.54981447331159,0.9892995090037584
Sum out discretes,10,76,-223.6095997967749,1.1011361629962921
Sum out discretes,11,84,-221.7243842097081,1.2034134840071202
Sum out discretes,12,91,-219.8724315887672,1.3122800040096045
Sum out discretes,13,99,-217.2407081790226,1.4123669970035553
Sum out discretes,14,106,-214.28344066868826,1.524260812997818
Sum out discretes,15,115,-209.07811668218395,1.6328782490044833
Sum out discretes,16,123,-202.59967943080446,1.740117684006691
Sum out discretes,17,131,-194.5397485632319,1.8512482730001212
Sum out discretes,18,140,-185.96651366601017,1.9597028430104255
Sum out discretes,19,148,-182.06745327279808,2.0693452700078487
Sum out discretes,20,155,-181.66447123476567,2.18248408600688
Sum out discretes,21,160,-181.81780450386282,2.293555116996169
Sum out discretes,22,168,-181.55344977265162,2.3938323110044
Sum out discretes,23,176,-181.14583365524987,2.506293730005622
Sum out discretes,24,184,-180.9666350457169,2.607911151006818
Sum out discretes,25,191,-180.8449086355832,2.7084955530017614
Sum out discretes,26,199,-180.6783641207209,2.8185985430032017
