condition,index,iter,objective,time
Sample discretes,13,75,-241.5632930935056,1.5732361440062523
Sample discretes,14,81,-241.61558697935865,1.679071712002158
Sample discretes,15,88,-240.9654693275513,1.7906040199995041
Sample discretes,16,94,-239.83245911682576,1.8907837180048228
Sample discretes,17,100,-240.31548906005816,1.9915661039948462
Sample discretes,18,106,-240.3241733591978,2.1203027600049973
Sample discretes,19,112,-240.4789084853697,2.221903486996889
Sample discretes,20,118,-240.1671296065688,2.324114015996456
Sample discretes,21,124,-241.6202914178072,2.4265276640057563
Sample discretes,22,130,-239.74265682533357,2.528145935997367
Sample discretes,23,135,-240.7528597675772,2.638612131997943
Sample discretes,24,139,-240.6936601879861,2.742861122995615
Sample discretes,25,141,-240.3505568113586,2.898463789999485
Sample discretes,26,147,-240.07853899600912,2.9984091919958593
Sample discretes,27,153,-239.4795303198375,3.1047373639941216
Sample discretes,28,159,-240.14894698220888,3.2068521060049533
Sample discretes,29,165,-240.70066944345731,3.313279482007027
Sample discretes,30,171,-239.4608276983595,3.4233713369965555
Sample discretes,31,177,-239.88682510389202,3.524583716005087
Sample discretes,32,183,-239.64432128436863,3.6259725079983474
Sample discretes,33,189,-240.09556663634197,3.7327088280022145
Sample discretes,34,195,-239.87771643914556,3.8671814970076084
Sample discretes,0,0,-1026.900830985654,0.03196589900553227
Sample discretes,1,5,-506.2931588558856,0.13379543499648572
Sample discretes,2,12,-289.3296614192699,0.24228747199475764
Sample discretes,3,18,-251.03340095988725,0.3499624239951372
Sample discretes,4,24,-239.7946104240628,0.45754849499464034
Sample discretes,5,30,-234.75964073582637,0.5901392789930106
Sample discretes,6,37,-235.1628528057755,0.7048726159930229
Sample discretes,7,42,-232.93268318021458,0.8136111949980259
Sample discretes,8,45,-235.60298317354972,0.9885327820032835
Sample discretes,9,51,-232.1838885123567,1.0968595959991216
Sample discretes,10,57,-231.18507131357887,1.2035627260059119
Sample discretes,11,63,-232.2803947263925,1.3090672979950906
Sample discretes,12,68,-230.3337292443352,1.4089606679975986
Sample discretes,13,74,-231.59749029679256,1.5136150919944047
Sample discretes,14,80,-231.94525417589418,1.6160342279970645
Sample discretes,15,86,-231.21023645713666,1.72333768799901
Sample discretes,16,92,-231.32809418386057,1.8245499729961157
Sample discretes,17,98,-231.26928931315263,1.9307816849946975
Sample discretes,18,104,-231.08964465856607,2.0362053619921205
Sample discretes,19,110,-230.78070805325618,2.1675786090046167
Sample discretes,20,117,-230.5689291870694,2.277533622995019
Sample discretes,21,123,-232.12296478343248,2.38862861700356
Sample discretes,22,127,-231.47490763057212,2.4899993730038403
Sample discretes,23,130,-231.03718260523513,2.666058947995305
Sample discretes,24,137,-231.3086783415712,2.7794821079969405
Sample discretes,25,143,-231.0834771938448,2.8819290239959954
Sample discretes,26,149,-230.29465244681984,2.985952149003744
Sample discretes,27,156,-230.64834205923918,3.0975719300061466
Sample discretes,28,162,-230.68115075810297,3.198828595995903
Sample discretes,29,168,-231.04227408663468,3.3011446219980716
Sample discretes,30,174,-230.04783340130314,3.43492541000247
Sample discretes,31,180,-231.2516388711869,3.542273825004697
Sample discretes,32,186,-230.73688621048754,3.6485476630032063
Sample discretes,33,192,-230.0198332496294,3.7557499309927227
Sample discretes,34,198,-230.51376885126666,3.865436490997672
Sample discretes,0,0,-846.6068783952275,0.031682823002338406
Sample discretes,1,6,-389.8654498324865,0.14256454099714755
Sample discretes,2,12,-282.1385062762297,0.2470629490017891
Sample discretes,3,19,-251.4526479626788,0.3609628079980612
Sample discretes,4,24,-244.64306475090896,0.473280395001173
Sample discretes,5,29,-244.04517775166096,0.6913438360095024
Sample discretes,6,36,-240.48090444654105,0.8057217320054769
Sample discretes,7,41,-241.6289013129669,0.9064127700030804
Sample discretes,8,47,-240.83062101738986,1.009774717003107
Sample discretes,9,53,-239.0095463873449,1.115846138998866
Sample discretes,10,59,-238.38364794648226,1.2195969360023737
Sample discretes,11,65,-236.91215872165142,1.320226868003607
Sample discretes,12,71,-237.70221589179363,1.425803077995777
Sample discretes,13,77,-236.7713616687873,1.53135057400167
Sample discretes,14,83,-238.17048935528535,1.6404830520004035
Sample discretes,15,89,-238.54264891481984,1.7823461029976606
Sample discretes,16,95,-238.04801776991442,1.8857203150093556
Sample discretes,17,101,-237.56555821954726,1.987527206003666
Sample discretes,18,107,-238.0210303740622,2.1009267330020664
Sample discretes,19,112,-238.4021788853877,2.215956629008055
Sample discretes,20,115,-237.59743585527553,2.3848090299963953
Sample discretes,21,121,-237.4937236887715,2.4876509789973498
Sample discretes,22,127,-237.42983002458337,2.5968534550070763
Sample discretes,23,133,-237.830687967567,2.7068457709997893
Sample discretes,24,139,-237.70589445075768,2.817693238005042
Sample discretes,25,145,-237.46534729830174,2.9232729929983616
Sample discretes,26,151,-237.37441249616722,3.027588680997491
Sample discretes,27,157,-237.3927748238875,3.134853335008025
Sample discretes,28,163,-237.70466472237004,3.23997163400054
Sample discretes,29,169,-237.12072476297254,3.3717360939979555
Sample discretes,30,176,-236.74121233496618,3.48204826900363
Sample discretes,31,182,-238.0250100254184,3.5904243119955064
Sample discretes,32,187,-237.13458413492478,3.690043325006962
Sample discretes,33,192,-237.36279429906685,3.8039972520023584
Sample discretes,34,194,-237.61263325731142,3.948215433999896
Sample discretes,0,0,-1005.2896883360661,0.03135549999773502
Sample discretes,1,5,-529.5123879710027,0.1319823430031538
Sample discretes,2,10,-361.11390351687777,0.23855020299553872
Sample discretes,3,16,-294.86433260456926,0.3790774979889393
Sample discretes,4,17,-295.4601140264287,0.5129818249940872
Sample discretes,5,24,-268.14258821796744,0.6220399559885263
Sample discretes,6,30,-259.8865644001295,0.7277351209968328
Sample discretes,7,36,-254.9845928962689,0.8330274199992418
Sample discretes,8,42,-253.8477751950058,0.9362589569985866
Sample discretes,9,48,-251.1835699710493,1.040711070999503
Sample discretes,10,54,-251.4227492410303,1.1515213799923658
Sample discretes,11,60,-249.88002657691914,1.2575992219895125
Sample discretes,12,66,-248.71919899960918,1.3852521799951791
Sample discretes,13,73,-249.71828014575254,1.4972623979896307
Sample discretes,14,80,-248.33761560206992,1.608245109990239
Sample discretes,15,86,-248.59428334859751,1.7089726229906081
Sample discretes,16,92,-248.65726096749896,1.8137808090001344
Sample discretes,17,98,-248.72333419805645,1.9171294789910316
Sample discretes,18,103,-248.82842768856543,2.03242091499269
Sample discretes,19,107,-249.26566439864197,2.2657201489955185
Sample discretes,20,114,-248.83334521152454,2.3795627149939538
Sample discretes,21,120,-248.54378636910118,2.4869162990003826
Sample discretes,22,126,-248.0098060468619,2.592706105992198
Sample discretes,23,132,-248.94829111769482,2.698894170999527
Sample discretes,24,138,-247.37218378685645,2.805950899988413
Sample discretes,25,144,-248.05123603012277,2.9100345399975778
Sample discretes,26,150,-248.4203581682327,3.0146176609992983
Sample discretes,27,156,-249.69025096687383,3.154148095995188
Sample discretes,28,162,-248.7219969897005,3.2579879799932243
Sample discretes,29,168,-248.18123910414207,3.3615747399926184
Sample discretes,30,174,-249.32528421957906,3.4627406969964505
Sample discretes,31,180,-248.3300058911925,3.577648709997535
Sample discretes,32,184,-248.5739120102093,3.677599833995104
Sample discretes,33,187,-247.7258766299308,3.846553044989705
Sample discretes,34,194,-248.3857857951235,3.9591937939971684
Sample discretes,0,0,-808.66727396515,0.036316696003079414
Sample discretes,1,4,-468.2749369333954,0.1413653239905834
Sample discretes,2,7,-360.0138153998619,0.3097420469969511
Sample discretes,3,14,-273.6339302278981,0.4282738109976053
Sample discretes,4,20,-252.70182920289938,0.5313225039988756
Sample discretes,5,26,-248.59350396707356,0.6393753380030394
Sample discretes,6,32,-244.16509041434475,0.7486891399919987
Sample discretes,7,38,-245.79945079301288,0.8527316160053015
Sample discretes,8,44,-240.61114389709155,0.9543327820003032
Sample discretes,9,50,-241.29918432848015,1.0603979250043631
Sample discretes,10,56,-240.03690232733672,1.1950707709938289
Sample discretes,11,62,-239.36896617796367,1.2983198349922895
Sample discretes,12,68,-238.52735768740598,1.4029139809906483
Sample discretes,13,74,-239.6462498672429,1.5069646469950675
Sample discretes,14,80,-239.80523753520083,1.6112203820049762
Sample discretes,15,85,-240.12290859635073,1.7108904359936714
Sample discretes,16,89,-240.28871751136396,1.8110462319999934
Sample discretes,17,94,-239.17564416297446,1.930150040000677
Sample discretes,18,95,-239.8244790083556,2.0746448269933464
Sample discretes,19,102,-239.27391577743134,2.1866310240030287
Sample discretes,20,108,-239.18527662952468,2.2960739879906176
Sample discretes,21,114,-239.39699434958357,2.4004787510037424
Sample discretes,22,119,-239.71026589306135,2.501695793002844
Sample discretes,23,125,-239.31692862682246,2.6038436529934406
Sample discretes,24,131,-239.6212270677608,2.709486608996987
Sample discretes,25,137,-239.5003857469164,2.8178700760006903
Sample discretes,26,143,-238.74811822208164,2.921042616993189
Sample discretes,27,149,-239.47104221996256,3.022966686993837
Sample discretes,28,155,-239.19475004429074,3.1585006089955567
Sample discretes,29,161,-239.18379218044595,3.2614324429929256
Sample discretes,30,168,-238.56197497604168,3.370441752001643
Sample discretes,31,173,-238.75674329000842,3.472643769994378
Sample discretes,32,178,-239.29320812009928,3.5828810959905386
Sample discretes,33,180,-238.6581914795219,3.7320971159934997
Sample discretes,34,187,-239.14552749293446,3.84242578099668
Sample discretes,35,193,-238.83924585825096,3.9502892429977656
Sample discretes,36,199,-239.1232313896759,4.05764646500349
Sample discretes,0,0,-773.1799979358743,0.03442449399828911
Sample discretes,1,6,-389.07665132696155,0.13851073899865152
Sample discretes,2,11,-305.0678551111694,0.23950885099172592
Sample discretes,3,17,-272.74997596893377,0.350487695991993
Sample discretes,4,23,-256.66499810491104,0.46216271699965
Sample discretes,5,29,-246.88869311960013,0.5687378969937563
Sample discretes,6,35,-245.61394927054945,0.6755403330028057
Sample discretes,7,41,-244.51849461336715,0.7810011519938708
Sample discretes,8,47,-245.2766381717658,0.890079395994544
Sample discretes,9,54,-244.89284186535218,1.0291702069938182
Sample discretes,10,60,-244.17196848471193,1.1357746800035238
Sample discretes,11,66,-244.26230264047152,1.242220723003149
Sample discretes,12,72,-244.59609388621456,1.346817552998662
Sample discretes,13,77,-244.64539805692067,1.4473553479909897
Sample discretes,14,81,-243.65439834853757,1.5475499980002643
Sample discretes,15,85,-244.50515845811736,1.7504509879946708
Sample discretes,16,92,-243.34806350016288,1.863606853991747
Sample discretes,17,98,-243.80108865768656,1.9661871580034493
Sample discretes,18,104,-243.7278254176149,2.069928149998188
Sample discretes,19,110,-243.2606827143083,2.1747429879903795
Sample discretes,20,116,-244.73506870291956,2.279789919003844
Sample discretes,21,122,-244.4003635838216,2.3806818850040434
Sample discretes,22,128,-243.3949378828961,2.4875263749957086
Sample discretes,23,134,-244.31981525798753,2.6231211069971323
Sample discretes,24,140,-244.65937344857016,2.7250222869962455
Sample discretes,25,146,-243.18533989151047,2.830593798995018
Sample discretes,26,152,-243.7514068803712,2.9381062519997356
Sample discretes,27,158,-241.98947920093522,3.0518180309981107
Sample discretes,28,162,-244.09187890075384,3.1597524669915438
Sample discretes,29,165,-245.75709754073796,3.3223547209948303
Sample discretes,30,172,-243.50658776389113,3.4436585949957372
Sample discretes,31,178,-243.46686544584384,3.5526658679991963
Sample discretes,32,184,-242.87278612522329,3.658353055000305
Sample discretes,33,190,-242.2022573319747,3.7615670730024577
Sample discretes,34,196,-242.4059352620034,3.867718184992671
Sample discretes,0,0,-754.9932735908251,0.03288553999364376
Sample discretes,1,6,-383.49164366505613,0.14281280699372292
Sample discretes,2,11,-296.60947671085177,0.24689221300184727
Sample discretes,3,17,-262.57770147373554,0.382017421990633
Sample discretes,4,23,-250.5982164837408,0.48870846499502657
Sample discretes,5,29,-246.38155745393186,0.5903164009898901
Sample discretes,6,35,-247.21400420215463,0.6947096219956875
Sample discretes,7,41,-243.91227817915498,0.802158145993948
Sample discretes,8,47,-244.39284671134766,0.908262039989233
Sample discretes,9,53,-244.154147206821,1.0130310699939729
Sample discretes,10,59,-244.4191334607902,1.1158790709972382
Sample discretes,11,64,-243.05308252678745,1.219817937001586
Sample discretes,12,68,-245.72580456182848,1.3201115320026875
Sample discretes,13,70,-243.8787768831642,1.4808281169980764
Sample discretes,14,77,-244.18374235673784,1.6008852140009404
Sample discretes,15,83,-244.2908581031613,1.7052585829943419
Sample discretes,16,89,-244.44564476475114,1.8136368200033903
Sample discretes,17,95,-243.76445796930537,1.922076457992196
Sample discretes,18,101,-244.29818617452256,2.0281102650016547
Sample discretes,19,107,-243.53386384272756,2.1284408449977636
Sample discretes,20,113,-243.70617446793472,2.239189993992448
Sample discretes,21,119,-242.97958997345353,2.3675873730033636
Sample discretes,22,126,-243.53064037171677,2.479248170003295
Sample discretes,23,132,-242.8837184794214,2.5811012389957906
Sample discretes,24,138,-243.25942336232367,2.681021429002285
Sample discretes,25,144,-243.05110113551407,2.78960929299891
Sample discretes,26,149,-243.75882615596024,2.9050711610019206
Sample discretes,27,153,-243.5592270640616,3.116686748996377
Sample discretes,28,160,-243.8061331374111,3.22540151399374
Sample discretes,29,166,-243.09764574766444,3.3324926899969576
Sample discretes,30,172,-242.80739293921138,3.4377588949948548
Sample discretes,31,178,-243.17442937673198,3.538948725000024
Sample discretes,32,184,-243.20539933095446,3.6473432409912347
Sample discretes,33,190,-243.21692721590358,3.7533527739942074
Sample discretes,34,196,-242.48532581614938,3.862076370999217
Sum out discretes,0,0,-801.1571164287568,0.026886225000023842
Sum out discretes,1,9,-300.36430966203994,0.13493521501123906
Sum out discretes,2,16,-243.46145662771872,0.2348982020020485
Sum out discretes,3,25,-231.14118677214145,0.3418592690080404
Sum out discretes,4,33,-230.42080891092974,0.44484132300317286
Sum out discretes,5,41,-230.52983448996451,0.5529534290134906
Sum out discretes,6,50,-230.392796314124,0.6576344830095768
Sum out discretes,7,57,-230.18547225770575,0.7574367900043726
Sum out discretes,8,65,-229.9002633012673,0.861381040006876
Sum out discretes,9,72,-229.54268504425235,0.9627595350146294
Sum out discretes,10,80,-228.78884330917754,1.0637930910140276
Sum out discretes,11,87,-227.56729705742745,1.1723955350071191
Sum out discretes,12,95,-225.24584883197036,1.2777524350136518
Sum out discretes,13,102,-221.40615304578168,1.3882255430072545
Sum out discretes,14,110,-214.6204915500464,1.4896364880055188
Sum out discretes,15,116,-207.45056855048216,1.5899996730089188
Sum out discretes,16,121,-200.04989664830555,1.7347241730093956
Sum out discretes,17,130,-184.3452096670873,1.845029091000557
Sum out discretes,18,137,-174.10987275809057,1.948196225002408
Sum out discretes,19,145,-170.80419462737837,2.047558733001351
Sum out discretes,20,153,-171.23263673524409,2.1576164380013942
Sum out discretes,21,162,-170.18116137552164,2.282024965003133
Sum out discretes,22,170,-169.55297542797007,2.3838505420088767
Sum out discretes,23,177,-169.36375533808328,2.4840371910035612
Sum out discretes,24,185,-169.09592492453234,2.583982738003135
Sum out discretes,25,193,-168.82546873417292,2.6904587570130825
Sum out discretes,0,0,-829.6851678800205,0.028086879998445512
Sum out discretes,1,8,-310.73708089508466,0.13146267600357534
Sum out discretes,2,15,-242.89600403033504,0.23507155200839042
Sum out discretes,3,23,-231.6698587285943,0.33634494100511075
Sum out discretes,4,31,-230.8307867938908,0.446251754000783
Sum out discretes,5,39,-230.16686800162435,0.5586221020072698
Sum out discretes,6,48,-227.99348808961267,0.6635534200072288
Sum out discretes,7,56,-225.24091649190328,0.7745585280060768
Sum out discretes,8,65,-222.0008564477421,0.8891015589982271
Sum out discretes,9,73,-219.2739472244744,0.999399767011404
Sum out discretes,10,78,-217.5858066225791,1.117113825008273
Sum out discretes,11,87,-214.35605764113666,1.2266474800109863
Sum out discretes,12,94,-211.5138132796356,1.328397537007928
Sum out discretes,13,102,-207.83555236677878,1.4330045090019703
Sum out discretes,14,109,-204.4127701405629,1.5458527040034533
Sum out discretes,15,117,-200.65831889027223,1.6474630820006133
Sum out discretes,16,124,-197.89090590757672,1.749901701003313
Sum out discretes,17,132,-195.76513566201638,1.8504611690044404
Sum out discretes,18,140,-194.84401353103482,1.9613215769976378
Sum out discretes,19,148,-194.62988929621085,2.0607473990023135
Sum out discretes,20,156,-194.56893741285108,2.1691707720011473
Sum out discretes,21,165,-194.45963509556205,2.2901229580044746
Sum out discretes,22,171,-194.3815139393866,2.4026076119989157
Sum out discretes,23,178,-194.3039496280386,2.516384071007371
Sum out discretes,24,186,-194.23119955960365,2.616442340001464
Sum out discretes,25,193,-194.17569891258253,2.721897504001856
Sum out discretes,0,0,-870.214246834224,0.013530945003032684
Sum out discretes,1,8,-334.1075546888342,0.11337477000057697
Sum out discretes,2,17,-248.42226068504226,0.22977080300450325
Sum out discretes,3,25,-237.18189772353878,0.3294964330047369
Sum out discretes,4,32,-235.66283142504278,0.44952804800868035
Sum out discretes,5,37,-234.8546865962873,0.5490671060085297
Sum out discretes,6,45,-233.53755896640436,0.663142220005393
Sum out discretes,7,53,-231.56146139329647,0.7681699550002813
Sum out discretes,8,61,-229.35348676291773,0.8787599299997091
Sum out discretes,9,69,-227.17307690577505,0.982642900004983
Sum out discretes,10,76,-225.38957969971062,1.083298859000206
Sum out discretes,11,84,-223.3127787318784,1.1831311739981174
Sum out discretes,12,91,-221.24695728860672,1.2832236340045928
Sum out discretes,13,100,-217.95213407673393,1.390954672008753
Sum out discretes,14,108,-214.2096604439631,1.494768399000168
Sum out discretes,15,116,-209.5563578204295,1.6117013740092516
Sum out discretes,16,123,-204.7403761190275,1.7118532680124043
Sum out discretes,17,129,-200.2241012918507,1.8239210840016604
Sum out discretes,18,136,-194.6818932775048,1.9410572089999913
Sum out discretes,19,145,-187.37129542198588,2.0503713909983636
Sum out discretes,20,152,-183.18828533724283,2.1575153190046548
Sum out discretes,21,160,-181.1630501201338,2.2602954860031605
Sum out discretes,22,168,-181.06271701708553,2.371486441001296
Sum out discretes,23,176,-181.04962840626993,2.478929483011365
Sum out discretes,24,185,-180.76640297265845,2.5853266820013525
Sum out discretes,25,193,-180.60124544099918,2.6963549720048903
Sum out discretes,0,0,-694.9422993055407,0.03061089000105858
Sum out discretes,1,8,-317.8178822272381,0.1458334340006113
Sum out discretes,2,16,-257.7213461107282,0.2473906420022249
Sum out discretes,3,23,-247.72421213525763,0.3542214139997959
Sum out discretes,4,32,-244.2078714929223,0.4608392409980297
Sum out discretes,5,39,-242.99504681775562,0.5630934199988842
Sum out discretes,6,48,-242.02512393088864,0.671946695998311
Sum out discretes,7,56,-241.50595194844928,0.7801955920010805
Sum out discretes,8,64,-241.20659205150548,0.8909004680067301
Sum out discretes,9,70,-241.07240900102616,0.9924170280098915
Sum out discretes,10,76,-240.98226598256835,1.0987949430048465
Sum out discretes,11,84,-240.89723649750013,1.2106376399993897
Sum out discretes,12,92,-240.8294607929046,1.3145470270067454
Sum out discretes,13,99,-240.77467520605282,1.4159245859980583
Sum out discretes,14,107,-240.71187136839205,1.5251349100023508
Sum out discretes,15,114,-240.65438708608053,1.628161407008767
Sum out discretes,16,123,-240.57577202147243,1.7381709389984608
Sum out discretes,17,131,-240.50202758415784,1.8479878790080548
Sum out discretes,18,140,-240.41660047489347,1.9645233900099992
Sum out discretes,19,148,-240.3402094740886,2.0653778080046177
Sum out discretes,20,155,-240.27392354082704,2.169187736004591
Sum out discretes,21,161,-240.21767857859325,2.2762801790088414
Sum out discretes,22,167,-240.16161437734164,2.377220668002963
Sum out discretes,23,174,-240.09515166671713,2.4815590020120144
Sum out discretes,24,182,-240.0139301118927,2.5832175460010767
Sum out discretes,25,189,-239.93137681697095,2.6863818210065364
Sum out discretes,26,197,-239.8070146336304,2.7873913830071686
Sum out discretes,0,0,-722.7768995476317,0.026950456008315086
Sum out discretes,1,8,-305.02779009741437,0.14065201200544833
Sum out discretes,2,17,-242.3317789316136,0.2488324840068817
Sum out discretes,3,24,-235.7167370973583,0.35306103199720384
Sum out discretes,4,30,-234.47152837134348,0.4602565879970789
Sum out discretes,5,37,-233.73475250072428,0.5738481820076704
Sum out discretes,6,45,-230.9747703128829,0.6808140410035849
Sum out discretes,7,52,-228.76662849943844,0.7854000550061464
Sum out discretes,8,60,-227.6455853831376,0.8894245029985904
Sum out discretes,9,67,-226.84647567162926,0.9907211050093174
Sum out discretes,10,75,-225.69068709322391,1.0918878780007362
Sum out discretes,11,83,-224.23369832318605,1.2015508760064841
Sum out discretes,12,91,-222.32691660939176,1.3060335099995137
Sum out discretes,13,98,-219.98374919174435,1.4054729350060224
Sum out discretes,14,106,-216.00532287627271,1.5157538000047206
Sum out discretes,15,113,-210.99610622916387,1.615948932006955
Sum out discretes,16,120,-204.51676715559034,1.7202454500049353
Sum out discretes,17,126,-198.48343228428683,1.856231646001339
Sum out discretes,18,134,-192.68594977124548,1.9617681640088558
Sum out discretes,19,142,-191.28719154778142,2.0782910789996385
Sum out discretes,20,150,-191.57994160115499,2.1793324570059776
Sum out discretes,21,157,-191.4196173196378,2.2811949560046196
Sum out discretes,22,165,-191.1098674643575,2.3855354610085486
Sum out discretes,23,172,-191.01653244060427,2.488331429004669
Sum out discretes,24,181,-190.97533011773703,2.597030496999621
